user_id,treatment_group,displayed_price,clicked,purchased,revenue
872,A,10.0,0,0,0.0
873,B,11.5,0,0,0.0
874,A,10.0,0,0,0.0
875,A,10.0,0,0,0.0
876,A,10.0,0,0,0.0
877,B,11.5,1,0,0.0
878,B,11.5,0,0,0.0
879,A,10.0,0,0,0.0
880,A,10.0,1,0,0.0
881,A,10.0,0,0,0.0
882,B,11.5,1,0,0.0
883,A,10.0,0,0,0.0
884,A,10.0,0,0,0.0
885,B,11.5,1,0,0.0
886,A,10.0,1,0,0.0
887,B,11.5,1,0,0.0
888,A,10.0,0,0,0.0
889,A,10.0,1,0,0.0
890,A,10.0,0,0,0.0
891,B,11.5,0,0,0.0
892,B,11.5,0,0,0.0
893,B,11.5,0,0,0.0
894,A,10.0,0,0,0.0
895,B,11.5,0,0,0.0
896,A,10.0,0,0,0.0
897,A,10.0,1,0,0.0
898,B,11.5,0,0,0.0
899,A,10.0,0,0,0.0
900,A,10.0,0,0,0.0
901,A,10.0,1,1,10.0
902,A,10.0,0,0,0.0
903,A,10.0,0,0,0.0
904,B,11.5,1,0,0.0
905,A,10.0,0,0,0.0
906,B,11.5,0,0,0.0
907,B,11.5,0,0,0.0
908,A,10.0,1,0,0.0
909,A,10.0,0,0,0.0
910,A,10.0,0,0,0.0
911,B,11.5,1,0,0.0
912,A,10.0,0,0,0.0
913,B,11.5,1,1,11.5
914,A,10.0,0,0,0.0
915,B,11.5,0,0,0.0
916,A,10.0,0,0,0.0
917,A,10.0,0,0,0.0
918,B,11.5,1,0,0.0
919,B,11.5,0,0,0.0
920,A,10.0,0,0,0.0
921,B,11.5,1,0,0.0
922,A,10.0,0,0,0.0
923,B,11.5,0,0,0.0
924,B,11.5,0,0,0.0
925,A,10.0,0,0,0.0
926,A,10.0,0,0,0.0
927,A,10.0,0,0,0.0
928,B,11.5,1,0,0.0
929,B,11.5,1,1,11.5
930,A,10.0,1,0,0.0
931,A,10.0,0,0,0.0
932,B,11.5,0,0,0.0
933,B,11.5,0,0,0.0
934,B,11.5,0,0,0.0
935,A,10.0,0,0,0.0
936,A,10.0,0,0,0.0
937,A,10.0,0,0,0.0
938,B,11.5,0,0,0.0
939,A,10.0,0,0,0.0
940,B,11.5,1,0,0.0
941,A,10.0,0,0,0.0
942,B,11.5,0,0,0.0
943,B,11.5,0,0,0.0
944,B,11.5,0,0,0.0
945,A,10.0,0,0,0.0
946,A,10.0,1,0,0.0
947,A,10.0,1,0,0.0
948,B,11.5,1,0,0.0
949,B,11.5,1,0,0.0
950,B,11.5,0,0,0.0
951,B,11.5,1,0,0.0
952,B,11.5,1,0,0.0
953,A,10.0,0,0,0.0
954,B,11.5,0,0,0.0
955,A,10.0,0,0,0.0
956,A,10.0,0,0,0.0
957,B,11.5,0,0,0.0
958,A,10.0,1,0,0.0
959,A,10.0,0,0,0.0
960,B,11.5,1,0,0.0
961,A,10.0,0,0,0.0
962,B,11.5,0,0,0.0
963,A,10.0,1,0,0.0
964,A,10.0,0,0,0.0
965,A,10.0,1,0,0.0
966,A,10.0,0,0,0.0
967,B,11.5,0,0,0.0
968,A,10.0,0,0,0.0
969,B,11.5,0,0,0.0
970,A,10.0,1,1,10.0
971,B,11.5,0,0,0.0
972,B,11.5,0,0,0.0
973,B,11.5,0,0,0.0
974,A,10.0,1,0,0.0
975,A,10.0,1,1,10.0
976,A,10.0,0,0,0.0
977,B,11.5,1,0,0.0
978,A,10.0,1,1,10.0
979,A,10.0,0,0,0.0
980,B,11.5,1,0,0.0
981,A,10.0,1,0,0.0
982,B,11.5,1,0,0.0
983,A,10.0,0,0,0.0
984,A,10.0,0,0,0.0
985,B,11.5,0,0,0.0
986,A,10.0,1,0,0.0
987,B,11.5,0,0,0.0
988,A,10.0,1,0,0.0
989,A,10.0,1,0,0.0
990,B,11.5,0,0,0.0
991,B,11.5,1,1,11.5
992,B,11.5,1,0,0.0
993,A,10.0,0,0,0.0
994,B,11.5,1,0,0.0
995,A,10.0,0,0,0.0
996,A,10.0,1,0,0.0
997,B,11.5,1,1,11.5
998,A,10.0,0,0,0.0
999,B,11.5,1,0,0.0
1000,A,10.0,1,0,0.0
1001,A,10.0,0,0,0.0
1002,B,11.5,0,0,0.0
1003,B,11.5,1,0,0.0
1004,B,11.5,0,0,0.0
1005,B,11.5,0,0,0.0
1006,B,11.5,0,0,0.0
1007,B,11.5,1,0,0.0
1008,B,11.5,0,0,0.0
1009,A,10.0,1,0,0.0
1010,A,10.0,0,0,0.0
1011,A,10.0,0,0,0.0
1012,B,11.5,0,0,0.0
1013,B,11.5,0,0,0.0
1014,A,10.0,0,0,0.0
1015,B,11.5,0,0,0.0
1016,B,11.5,1,0,0.0
1017,A,10.0,1,0,0.0
1018,B,11.5,1,0,0.0
1019,B,11.5,0,0,0.0
1020,A,10.0,0,0,0.0
1021,B,11.5,0,0,0.0
1022,A,10.0,1,0,0.0
1023,B,11.5,0,0,0.0
1024,B,11.5,1,0,0.0
1025,B,11.5,0,0,0.0
1026,A,10.0,0,0,0.0
1027,B,11.5,0,0,0.0
1028,B,11.5,1,0,0.0
1029,A,10.0,1,1,10.0
1030,B,11.5,1,0,0.0
1031,A,10.0,0,0,0.0
1032,B,11.5,0,0,0.0
1033,A,10.0,0,0,0.0
1034,A,10.0,0,0,0.0
1035,A,10.0,1,0,0.0
1036,B,11.5,1,0,0.0
1037,A,10.0,1,0,0.0
1038,B,11.5,0,0,0.0
1039,A,10.0,0,0,0.0
1040,A,10.0,1,0,0.0
1041,B,11.5,1,1,11.5
1042,B,11.5,0,0,0.0
1043,A,10.0,0,0,0.0
1044,B,11.5,1,1,11.5
1045,B,11.5,1,0,0.0
1046,B,11.5,0,0,0.0
1047,A,10.0,0,0,0.0
1048,A,10.0,1,0,0.0
1049,B,11.5,0,0,0.0
1050,A,10.0,1,0,0.0
1051,B,11.5,0,0,0.0
1052,B,11.5,1,0,0.0
1053,B,11.5,1,0,0.0
1054,B,11.5,1,0,0.0
1055,B,11.5,1,0,0.0
1056,A,10.0,1,1,10.0
1057,B,11.5,1,1,11.5
1058,A,10.0,1,0,0.0
1059,A,10.0,0,0,0.0
1060,B,11.5,0,0,0.0
1061,B,11.5,0,0,0.0
1062,B,11.5,0,0,0.0
1063,B,11.5,1,0,0.0
1064,A,10.0,0,0,0.0
1065,A,10.0,0,0,0.0
1066,B,11.5,1,0,0.0
1067,A,10.0,1,0,0.0
1068,A,10.0,0,0,0.0
1069,A,10.0,1,1,10.0
1070,A,10.0,0,0,0.0
1071,A,10.0,1,0,0.0
1072,A,10.0,1,0,0.0
1073,A,10.0,1,0,0.0
1074,A,10.0,0,0,0.0
1075,B,11.5,0,0,0.0
1076,A,10.0,1,1,10.0
1077,A,10.0,0,0,0.0
1078,B,11.5,0,0,0.0
1079,A,10.0,1,0,0.0
1080,B,11.5,0,0,0.0
1081,B,11.5,0,0,0.0
1082,A,10.0,0,0,0.0
1083,A,10.0,0,0,0.0
1084,B,11.5,0,0,0.0
1085,B,11.5,0,0,0.0
1086,A,10.0,0,0,0.0
1087,B,11.5,0,0,0.0
1088,A,10.0,1,0,0.0
1089,B,11.5,0,0,0.0
1090,A,10.0,0,0,0.0
1091,B,11.5,1,0,0.0
1092,B,11.5,0,0,0.0
1093,B,11.5,1,0,0.0
1094,B,11.5,1,1,11.5
1095,A,10.0,1,0,0.0
1096,A,10.0,0,0,0.0
1097,A,10.0,1,0,0.0
1098,A,10.0,1,0,0.0
1099,B,11.5,0,0,0.0
1100,A,10.0,0,0,0.0
1101,A,10.0,0,0,0.0
1102,B,11.5,0,0,0.0
1103,B,11.5,0,0,0.0
1104,B,11.5,0,0,0.0
1105,B,11.5,0,0,0.0
1106,A,10.0,0,0,0.0
1107,A,10.0,1,1,10.0
1108,B,11.5,0,0,0.0
1109,B,11.5,0,0,0.0
1110,A,10.0,1,1,10.0
1111,B,11.5,1,0,0.0
1112,A,10.0,0,0,0.0
1113,A,10.0,0,0,0.0
1114,B,11.5,0,0,0.0
1115,B,11.5,1,0,0.0
1116,B,11.5,0,0,0.0
1117,A,10.0,0,0,0.0
1118,B,11.5,0,0,0.0
1119,A,10.0,1,0,0.0
1120,A,10.0,1,0,0.0
1121,B,11.5,1,0,0.0
1122,B,11.5,0,0,0.0
1123,B,11.5,1,0,0.0
1124,B,11.5,0,0,0.0
1125,B,11.5,0,0,0.0
1126,B,11.5,0,0,0.0
1127,A,10.0,1,0,0.0
1128,A,10.0,0,0,0.0
1129,A,10.0,0,0,0.0
1130,A,10.0,1,0,0.0
1131,B,11.5,1,0,0.0
1132,A,10.0,0,0,0.0
1133,A,10.0,0,0,0.0
1134,A,10.0,0,0,0.0
1135,B,11.5,0,0,0.0
1136,A,10.0,1,0,0.0
1137,B,11.5,0,0,0.0
1138,A,10.0,1,0,0.0
1139,A,10.0,0,0,0.0
1140,B,11.5,1,0,0.0
1141,B,11.5,1,0,0.0
1142,A,10.0,0,0,0.0
1143,B,11.5,1,0,0.0
1144,B,11.5,1,1,11.5
1145,A,10.0,0,0,0.0
1146,B,11.5,1,0,0.0
1147,B,11.5,0,0,0.0
1148,B,11.5,0,0,0.0
1149,B,11.5,0,0,0.0
1150,B,11.5,0,0,0.0
1151,B,11.5,0,0,0.0
1152,B,11.5,1,0,0.0
1153,B,11.5,1,0,0.0
1154,B,11.5,0,0,0.0
1155,B,11.5,1,0,0.0
1156,B,11.5,0,0,0.0
1157,A,10.0,0,0,0.0
1158,B,11.5,0,0,0.0
1159,B,11.5,0,0,0.0
1160,A,10.0,0,0,0.0
1161,B,11.5,0,0,0.0
1162,A,10.0,0,0,0.0
1163,A,10.0,0,0,0.0
1164,B,11.5,0,0,0.0
1165,A,10.0,0,0,0.0
1166,B,11.5,0,0,0.0
1167,B,11.5,0,0,0.0
1168,B,11.5,1,1,11.5
1169,A,10.0,1,0,0.0
1170,A,10.0,1,0,0.0
1171,B,11.5,0,0,0.0
1172,B,11.5,0,0,0.0
1173,B,11.5,0,0,0.0
1174,A,10.0,0,0,0.0
1175,B,11.5,1,0,0.0
1176,B,11.5,0,0,0.0
1177,B,11.5,0,0,0.0
1178,A,10.0,0,0,0.0
1179,B,11.5,0,0,0.0
1180,B,11.5,0,0,0.0
1181,B,11.5,0,0,0.0
1182,A,10.0,1,0,0.0
1183,B,11.5,1,0,0.0
1184,B,11.5,1,0,0.0
1185,A,10.0,0,0,0.0
1186,B,11.5,1,0,0.0
1187,B,11.5,0,0,0.0
1188,A,10.0,1,0,0.0
1189,A,10.0,1,0,0.0
1190,B,11.5,0,0,0.0
1191,A,10.0,1,0,0.0
1192,B,11.5,1,0,0.0
1193,A,10.0,0,0,0.0
1194,B,11.5,0,0,0.0
1195,A,10.0,1,0,0.0
1196,B,11.5,0,0,0.0
1197,B,11.5,0,0,0.0
1198,B,11.5,0,0,0.0
1199,B,11.5,0,0,0.0
1200,A,10.0,0,0,0.0
1201,B,11.5,1,0,0.0
1202,A,10.0,0,0,0.0
1203,A,10.0,1,0,0.0
1204,A,10.0,1,0,0.0
1205,A,10.0,0,0,0.0
1206,B,11.5,0,0,0.0
1207,B,11.5,0,0,0.0
1208,A,10.0,0,0,0.0
1209,A,10.0,1,1,10.0
1210,B,11.5,0,0,0.0
1211,A,10.0,1,0,0.0
1212,A,10.0,0,0,0.0
1213,A,10.0,0,0,0.0
1214,B,11.5,0,0,0.0
1215,B,11.5,1,0,0.0
1216,A,10.0,1,0,0.0
1217,A,10.0,0,0,0.0
1218,B,11.5,0,0,0.0
1219,B,11.5,0,0,0.0
1220,A,10.0,0,0,0.0
1221,B,11.5,1,0,0.0
1222,A,10.0,0,0,0.0
1223,A,10.0,1,0,0.0
1224,B,11.5,1,0,0.0
1225,A,10.0,0,0,0.0
1226,B,11.5,0,0,0.0
1227,A,10.0,0,0,0.0
1228,A,10.0,0,0,0.0
1229,B,11.5,0,0,0.0
1230,A,10.0,0,0,0.0
1231,B,11.5,0,0,0.0
1232,A,10.0,0,0,0.0
1233,A,10.0,0,0,0.0
1234,A,10.0,1,0,0.0
1235,B,11.5,0,0,0.0
1236,A,10.0,0,0,0.0
1237,B,11.5,1,0,0.0
1238,A,10.0,0,0,0.0
1239,B,11.5,1,0,0.0
1240,A,10.0,0,0,0.0
1241,B,11.5,0,0,0.0
1242,B,11.5,1,0,0.0
1243,B,11.5,1,0,0.0
1244,B,11.5,0,0,0.0
1245,B,11.5,0,0,0.0
1246,B,11.5,0,0,0.0
1247,A,10.0,0,0,0.0
1248,A,10.0,1,1,10.0
1249,B,11.5,1,0,0.0
1250,B,11.5,1,1,11.5
1251,B,11.5,1,0,0.0
1252,A,10.0,0,0,0.0
1253,A,10.0,0,0,0.0
1254,A,10.0,0,0,0.0
1255,B,11.5,1,0,0.0
1256,A,10.0,0,0,0.0
1257,A,10.0,0,0,0.0
1258,A,10.0,1,0,0.0
1259,A,10.0,1,0,0.0
1260,B,11.5,1,0,0.0
1261,A,10.0,1,0,0.0
1262,B,11.5,0,0,0.0
1263,A,10.0,1,0,0.0
1264,A,10.0,1,0,0.0
1265,A,10.0,1,0,0.0
1266,A,10.0,1,0,0.0
1267,A,10.0,1,0,0.0
1268,A,10.0,1,0,0.0
1269,B,11.5,1,0,0.0
1270,A,10.0,0,0,0.0
1271,B,11.5,0,0,0.0
1272,B,11.5,0,0,0.0
1273,B,11.5,0,0,0.0
1274,A,10.0,1,0,0.0
1275,A,10.0,1,0,0.0
1276,A,10.0,0,0,0.0
1277,A,10.0,0,0,0.0
1278,B,11.5,0,0,0.0
1279,A,10.0,1,0,0.0
1280,A,10.0,0,0,0.0
1281,B,11.5,0,0,0.0
1282,B,11.5,0,0,0.0
1283,B,11.5,1,1,11.5
1284,A,10.0,0,0,0.0
1285,A,10.0,0,0,0.0
1286,B,11.5,1,0,0.0
1287,A,10.0,0,0,0.0
1288,A,10.0,0,0,0.0
1289,A,10.0,1,0,0.0
1290,A,10.0,1,0,0.0
1291,A,10.0,0,0,0.0
1292,A,10.0,0,0,0.0
1293,B,11.5,1,0,0.0
1294,B,11.5,1,0,0.0
1295,B,11.5,0,0,0.0
1296,A,10.0,1,0,0.0
1297,A,10.0,0,0,0.0
1298,A,10.0,1,0,0.0
1299,B,11.5,1,0,0.0
1300,B,11.5,0,0,0.0
1301,A,10.0,0,0,0.0
1302,B,11.5,1,1,11.5
1303,A,10.0,1,0,0.0
1304,B,11.5,0,0,0.0
1305,B,11.5,0,0,0.0
1306,B,11.5,0,0,0.0
1307,B,11.5,1,0,0.0
1308,B,11.5,1,1,11.5
1309,A,10.0,0,0,0.0
1310,B,11.5,0,0,0.0
1311,A,10.0,0,0,0.0
1312,B,11.5,0,0,0.0
1313,B,11.5,0,0,0.0
1314,B,11.5,0,0,0.0
1315,A,10.0,0,0,0.0
1316,B,11.5,0,0,0.0
1317,B,11.5,0,0,0.0
1318,B,11.5,1,1,11.5
1319,A,10.0,1,0,0.0
1320,A,10.0,0,0,0.0
1321,A,10.0,1,0,0.0
1322,A,10.0,0,0,0.0
1323,B,11.5,1,1,11.5
1324,A,10.0,0,0,0.0
1325,B,11.5,1,0,0.0
1326,A,10.0,0,0,0.0
1327,A,10.0,0,0,0.0
1328,B,11.5,0,0,0.0
1329,B,11.5,1,0,0.0
1330,A,10.0,1,0,0.0
1331,B,11.5,0,0,0.0
1332,B,11.5,1,1,11.5
1333,A,10.0,0,0,0.0
1334,B,11.5,1,0,0.0
1335,B,11.5,0,0,0.0
1336,B,11.5,0,0,0.0
1337,A,10.0,0,0,0.0
1338,B,11.5,1,0,0.0
1339,A,10.0,0,0,0.0
1340,A,10.0,0,0,0.0
1341,A,10.0,1,1,10.0
1342,A,10.0,0,0,0.0
1343,B,11.5,1,0,0.0
1344,B,11.5,0,0,0.0
1345,B,11.5,0,0,0.0
1346,A,10.0,1,0,0.0
1347,A,10.0,0,0,0.0
1348,A,10.0,1,0,0.0
1349,B,11.5,1,0,0.0
1350,A,10.0,1,0,0.0
1351,B,11.5,0,0,0.0
1352,B,11.5,0,0,0.0
1353,A,10.0,1,0,0.0
1354,B,11.5,1,0,0.0
1355,A,10.0,0,0,0.0
1356,B,11.5,0,0,0.0
1357,B,11.5,0,0,0.0
1358,A,10.0,0,0,0.0
1359,A,10.0,1,0,0.0
1360,B,11.5,1,0,0.0
1361,B,11.5,1,0,0.0
1362,A,10.0,1,0,0.0
1363,B,11.5,0,0,0.0
1364,B,11.5,0,0,0.0
1365,B,11.5,0,0,0.0
1366,A,10.0,0,0,0.0
1367,B,11.5,0,0,0.0
1368,B,11.5,0,0,0.0
1369,A,10.0,0,0,0.0
1370,A,10.0,1,0,0.0
1371,B,11.5,0,0,0.0
1372,A,10.0,1,0,0.0
1373,B,11.5,0,0,0.0
1374,A,10.0,0,0,0.0
1375,A,10.0,0,0,0.0
1376,B,11.5,1,0,0.0
1377,A,10.0,1,0,0.0
1378,B,11.5,1,1,11.5
1379,A,10.0,0,0,0.0
1380,B,11.5,0,0,0.0
1381,A,10.0,0,0,0.0
1382,A,10.0,1,0,0.0
1383,B,11.5,0,0,0.0
1384,A,10.0,1,1,10.0
1385,B,11.5,0,0,0.0
1386,A,10.0,1,0,0.0
1387,B,11.5,0,0,0.0
1388,A,10.0,0,0,0.0
1389,B,11.5,0,0,0.0
1390,A,10.0,0,0,0.0
1391,A,10.0,1,1,10.0
1392,A,10.0,1,0,0.0
1393,A,10.0,0,0,0.0
1394,B,11.5,0,0,0.0
1395,A,10.0,0,0,0.0
1396,B,11.5,0,0,0.0
1397,A,10.0,1,0,0.0
1398,A,10.0,1,0,0.0
1399,B,11.5,0,0,0.0
1400,B,11.5,0,0,0.0
1401,A,10.0,0,0,0.0
1402,A,10.0,1,0,0.0
1403,A,10.0,0,0,0.0
1404,B,11.5,0,0,0.0
1405,B,11.5,1,0,0.0
1406,A,10.0,0,0,0.0
1407,B,11.5,0,0,0.0
1408,B,11.5,0,0,0.0
1409,B,11.5,1,0,0.0
1410,B,11.5,0,0,0.0
1411,A,10.0,1,0,0.0
1412,A,10.0,1,0,0.0
1413,A,10.0,0,0,0.0
1414,A,10.0,1,0,0.0
1415,B,11.5,0,0,0.0
1416,B,11.5,0,0,0.0
1417,A,10.0,0,0,0.0
1418,A,10.0,1,0,0.0
1419,A,10.0,1,0,0.0
1420,B,11.5,0,0,0.0
1421,A,10.0,0,0,0.0
1422,B,11.5,0,0,0.0
1423,A,10.0,1,0,0.0
1424,A,10.0,0,0,0.0
1425,B,11.5,1,1,11.5
1426,B,11.5,1,0,0.0
1427,A,10.0,0,0,0.0
1428,B,11.5,1,0,0.0
1429,B,11.5,0,0,0.0
1430,B,11.5,0,0,0.0
1431,A,10.0,0,0,0.0
1432,B,11.5,0,0,0.0
1433,A,10.0,0,0,0.0
1434,B,11.5,0,0,0.0
1435,A,10.0,1,1,10.0
1436,A,10.0,0,0,0.0
1437,A,10.0,1,0,0.0
1438,B,11.5,0,0,0.0
1439,A,10.0,0,0,0.0
1440,B,11.5,0,0,0.0
1441,B,11.5,0,0,0.0
1442,A,10.0,1,0,0.0
1443,B,11.5,0,0,0.0
1444,A,10.0,0,0,0.0
1445,B,11.5,1,0,0.0
1446,A,10.0,0,0,0.0
1447,B,11.5,0,0,0.0
1448,B,11.5,0,0,0.0
1449,B,11.5,0,0,0.0
1450,B,11.5,1,0,0.0
1451,A,10.0,0,0,0.0
1452,B,11.5,0,0,0.0
1453,B,11.5,0,0,0.0
1454,B,11.5,1,0,0.0
1455,A,10.0,0,0,0.0
1456,B,11.5,0,0,0.0
1457,B,11.5,0,0,0.0
1458,B,11.5,0,0,0.0
1459,A,10.0,0,0,0.0
1460,B,11.5,1,0,0.0
1461,A,10.0,1,0,0.0
1462,B,11.5,0,0,0.0
1463,A,10.0,0,0,0.0
1464,B,11.5,1,0,0.0
1465,B,11.5,0,0,0.0
1466,A,10.0,0,0,0.0
1467,B,11.5,0,0,0.0
1468,A,10.0,1,0,0.0
1469,B,11.5,0,0,0.0
1470,B,11.5,0,0,0.0
1471,B,11.5,0,0,0.0
1472,B,11.5,0,0,0.0
1473,B,11.5,0,0,0.0
1474,A,10.0,0,0,0.0
1475,A,10.0,1,0,0.0
1476,B,11.5,0,0,0.0
1477,B,11.5,0,0,0.0
1478,B,11.5,0,0,0.0
1479,B,11.5,0,0,0.0
1480,A,10.0,0,0,0.0
1481,B,11.5,0,0,0.0
1482,A,10.0,0,0,0.0
1483,B,11.5,1,0,0.0
1484,A,10.0,0,0,0.0
1485,A,10.0,1,0,0.0
1486,A,10.0,0,0,0.0
1487,A,10.0,0,0,0.0
1488,B,11.5,0,0,0.0
1489,A,10.0,0,0,0.0
1490,A,10.0,0,0,0.0
1491,A,10.0,0,0,0.0
1492,A,10.0,0,0,0.0
1493,A,10.0,1,0,0.0
1494,A,10.0,0,0,0.0
1495,B,11.5,1,0,0.0
1496,B,11.5,0,0,0.0
1497,B,11.5,0,0,0.0
1498,A,10.0,0,0,0.0
1499,A,10.0,0,0,0.0
1500,B,11.5,0,0,0.0
1501,B,11.5,0,0,0.0
1502,A,10.0,0,0,0.0
1503,A,10.0,0,0,0.0
1504,A,10.0,0,0,0.0
1505,A,10.0,0,0,0.0
1506,A,10.0,1,0,0.0
1507,B,11.5,0,0,0.0
1508,B,11.5,0,0,0.0
1509,B,11.5,0,0,0.0
1510,B,11.5,0,0,0.0
1511,B,11.5,1,0,0.0
1512,B,11.5,0,0,0.0
1513,B,11.5,1,0,0.0
1514,A,10.0,1,0,0.0
1515,A,10.0,1,0,0.0
1516,A,10.0,0,0,0.0
1517,B,11.5,0,0,0.0
1518,B,11.5,0,0,0.0
1519,A,10.0,1,0,0.0
1520,B,11.5,0,0,0.0
1521,A,10.0,1,1,10.0
1522,B,11.5,0,0,0.0
1523,A,10.0,0,0,0.0
1524,A,10.0,0,0,0.0
1525,A,10.0,1,0,0.0
1526,A,10.0,1,0,0.0
1527,A,10.0,0,0,0.0
1528,A,10.0,0,0,0.0
1529,B,11.5,1,1,11.5
1530,B,11.5,0,0,0.0
1531,A,10.0,1,0,0.0
1532,B,11.5,0,0,0.0
1533,B,11.5,0,0,0.0
1534,A,10.0,1,1,10.0
1535,A,10.0,1,0,0.0
1536,A,10.0,1,0,0.0
1537,A,10.0,0,0,0.0
1538,B,11.5,1,0,0.0
1539,A,10.0,1,1,10.0
1540,B,11.5,1,0,0.0
1541,B,11.5,0,0,0.0
1542,A,10.0,0,0,0.0
1543,B,11.5,0,0,0.0
1544,A,10.0,0,0,0.0
1545,B,11.5,0,0,0.0
1546,A,10.0,1,0,0.0
1547,B,11.5,0,0,0.0
1548,B,11.5,0,0,0.0
1549,A,10.0,0,0,0.0
1550,B,11.5,0,0,0.0
1551,B,11.5,0,0,0.0
1552,B,11.5,1,0,0.0
1553,B,11.5,1,0,0.0
1554,B,11.5,0,0,0.0
1555,A,10.0,0,0,0.0
1556,A,10.0,0,0,0.0
1557,B,11.5,0,0,0.0
1558,A,10.0,1,0,0.0
1559,B,11.5,0,0,0.0
1560,B,11.5,0,0,0.0
1561,A,10.0,1,0,0.0
1562,A,10.0,0,0,0.0
1563,B,11.5,0,0,0.0
1564,A,10.0,1,0,0.0
1565,B,11.5,0,0,0.0
1566,A,10.0,0,0,0.0
1567,B,11.5,1,0,0.0
1568,A,10.0,1,0,0.0
1569,B,11.5,1,0,0.0
1570,A,10.0,1,0,0.0
1571,B,11.5,1,1,11.5
1572,A,10.0,1,0,0.0
1573,B,11.5,1,0,0.0
1574,B,11.5,0,0,0.0
1575,A,10.0,1,0,0.0
1576,A,10.0,0,0,0.0
1577,A,10.0,0,0,0.0
1578,B,11.5,0,0,0.0
1579,B,11.5,1,0,0.0
1580,B,11.5,0,0,0.0
1581,A,10.0,1,1,10.0
1582,A,10.0,1,0,0.0
1583,B,11.5,0,0,0.0
1584,A,10.0,0,0,0.0
1585,B,11.5,1,0,0.0
1586,A,10.0,1,0,0.0
1587,B,11.5,1,0,0.0
1588,A,10.0,1,0,0.0
1589,A,10.0,1,0,0.0
1590,B,11.5,1,0,0.0
1591,B,11.5,0,0,0.0
1592,B,11.5,0,0,0.0
1593,A,10.0,1,0,0.0
1594,A,10.0,1,0,0.0
1595,B,11.5,0,0,0.0
1596,B,11.5,0,0,0.0
1597,A,10.0,0,0,0.0
1598,A,10.0,1,1,10.0
1599,A,10.0,1,0,0.0
1600,B,11.5,1,1,11.5
1601,A,10.0,1,0,0.0
1602,A,10.0,1,0,0.0
1603,A,10.0,0,0,0.0
1604,A,10.0,0,0,0.0
1605,A,10.0,1,0,0.0
1606,B,11.5,1,0,0.0
1607,A,10.0,0,0,0.0
1608,B,11.5,0,0,0.0
1609,A,10.0,0,0,0.0
1610,B,11.5,1,0,0.0
1611,B,11.5,0,0,0.0
1612,B,11.5,1,0,0.0
1613,B,11.5,0,0,0.0
1614,A,10.0,0,0,0.0
1615,A,10.0,0,0,0.0
1616,B,11.5,1,0,0.0
1617,B,11.5,0,0,0.0
1618,B,11.5,1,1,11.5
1619,B,11.5,0,0,0.0
1620,B,11.5,1,0,0.0
1621,A,10.0,0,0,0.0
1622,A,10.0,0,0,0.0
1623,B,11.5,0,0,0.0
1624,B,11.5,1,0,0.0
1625,A,10.0,1,0,0.0
1626,B,11.5,1,0,0.0
1627,A,10.0,1,0,0.0
1628,B,11.5,0,0,0.0
1629,A,10.0,0,0,0.0
1630,A,10.0,1,0,0.0
1631,B,11.5,0,0,0.0
1632,A,10.0,0,0,0.0
1633,B,11.5,0,0,0.0
1634,B,11.5,0,0,0.0
1635,B,11.5,1,0,0.0
1636,A,10.0,1,1,10.0
1637,A,10.0,0,0,0.0
1638,A,10.0,1,1,10.0
1639,B,11.5,1,0,0.0
1640,B,11.5,1,0,0.0
1641,B,11.5,1,0,0.0
1642,B,11.5,0,0,0.0
1643,B,11.5,1,0,0.0
1644,B,11.5,0,0,0.0
1645,A,10.0,0,0,0.0
1646,B,11.5,0,0,0.0
1647,A,10.0,1,0,0.0
1648,B,11.5,1,0,0.0
1649,B,11.5,0,0,0.0
1650,B,11.5,1,0,0.0
1651,A,10.0,0,0,0.0
1652,A,10.0,1,0,0.0
1653,A,10.0,0,0,0.0
1654,A,10.0,0,0,0.0
1655,A,10.0,1,0,0.0
1656,B,11.5,0,0,0.0
1657,B,11.5,0,0,0.0
1658,A,10.0,0,0,0.0
1659,A,10.0,0,0,0.0
1660,A,10.0,0,0,0.0
1661,B,11.5,0,0,0.0
1662,B,11.5,0,0,0.0
1663,B,11.5,0,0,0.0
1664,A,10.0,1,0,0.0
1665,B,11.5,0,0,0.0
1666,B,11.5,0,0,0.0
1667,A,10.0,1,0,0.0
1668,B,11.5,0,0,0.0
1669,A,10.0,0,0,0.0
1670,B,11.5,1,1,11.5
1671,A,10.0,1,0,0.0
1672,B,11.5,0,0,0.0
1673,B,11.5,0,0,0.0
1674,B,11.5,0,0,0.0
1675,B,11.5,0,0,0.0
1676,A,10.0,1,0,0.0
1677,A,10.0,1,0,0.0
1678,A,10.0,0,0,0.0
1679,A,10.0,1,0,0.0
1680,B,11.5,0,0,0.0
1681,A,10.0,1,0,0.0
1682,B,11.5,0,0,0.0
1683,B,11.5,1,1,11.5
1684,B,11.5,1,0,0.0
1685,A,10.0,1,0,0.0
1686,B,11.5,0,0,0.0
1687,B,11.5,0,0,0.0
1688,A,10.0,1,0,0.0
1689,B,11.5,0,0,0.0
1690,B,11.5,0,0,0.0
1691,A,10.0,1,0,0.0
1692,B,11.5,0,0,0.0
1693,A,10.0,1,0,0.0
1694,A,10.0,0,0,0.0
1695,A,10.0,1,0,0.0
1696,A,10.0,0,0,0.0
1697,A,10.0,0,0,0.0
1698,A,10.0,1,0,0.0
1699,B,11.5,1,0,0.0
1700,B,11.5,1,0,0.0
